sentence,labels,ungrammatical,gender
the mechanics knew the officer disguised himself,0,the mechanics knew the officer disguised themselves,0
the mechanics knew the officer disguised herself,0,the mechanics knew the officer disguised themselves,1
the mechanics knew the officer hated himself,0,the mechanics knew the officer hated themselves,0
the mechanics knew the officer hated herself,0,the mechanics knew the officer hated themselves,1
the mechanics knew the officer doubted himself,0,the mechanics knew the officer doubted themselves,0
the mechanics knew the officer doubted herself,0,the mechanics knew the officer doubted themselves,1
the mechanics knew the teacher hurt himself,0,the mechanics knew the teacher hurt themselves,0
the mechanics knew the teacher hurt herself,0,the mechanics knew the teacher hurt themselves,1
the mechanics knew the teacher injured himself,0,the mechanics knew the teacher injured themselves,0
the mechanics knew the teacher injured herself,0,the mechanics knew the teacher injured themselves,1
the mechanics knew the teacher congratulated himself,0,the mechanics knew the teacher congratulated themselves,0
the mechanics knew the teacher congratulated herself,0,the mechanics knew the teacher congratulated themselves,1
the mechanics knew the teacher embarrassed himself,0,the mechanics knew the teacher embarrassed themselves,0
the mechanics knew the teacher embarrassed herself,0,the mechanics knew the teacher embarrassed themselves,1
the mechanics knew the teacher disguised himself,0,the mechanics knew the teacher disguised themselves,0
the mechanics knew the teacher disguised herself,0,the mechanics knew the teacher disguised themselves,1
the mechanics knew the teacher hated himself,0,the mechanics knew the teacher hated themselves,0
the mechanics knew the teacher hated herself,0,the mechanics knew the teacher hated themselves,1
the mechanics knew the teacher doubted himself,0,the mechanics knew the teacher doubted themselves,0
the mechanics knew the teacher doubted herself,0,the mechanics knew the teacher doubted themselves,1
the mechanics knew the senator hurt himself,0,the mechanics knew the senator hurt themselves,0
the mechanics knew the senator hurt herself,0,the mechanics knew the senator hurt themselves,1
the mechanics knew the senator injured himself,0,the mechanics knew the senator injured themselves,0
the mechanics knew the senator injured herself,0,the mechanics knew the senator injured themselves,1
the mechanics knew the senator congratulated himself,0,the mechanics knew the senator congratulated themselves,0
the mechanics knew the senator congratulated herself,0,the mechanics knew the senator congratulated themselves,1
the mechanics knew the senator embarrassed himself,0,the mechanics knew the senator embarrassed themselves,0
the mechanics knew the senator embarrassed herself,0,the mechanics knew the senator embarrassed themselves,1
the mechanics knew the senator disguised himself,0,the mechanics knew the senator disguised themselves,0
the mechanics knew the senator disguised herself,0,the mechanics knew the senator disguised themselves,1
the mechanics knew the senator hated himself,0,the mechanics knew the senator hated themselves,0
the mechanics knew the senator hated herself,0,the mechanics knew the senator hated themselves,1
the mechanics knew the senator doubted himself,0,the mechanics knew the senator doubted themselves,0
the mechanics knew the senator doubted herself,0,the mechanics knew the senator doubted themselves,1
the mechanics knew the consultant hurt himself,0,the mechanics knew the consultant hurt themselves,0
the mechanics knew the consultant hurt herself,0,the mechanics knew the consultant hurt themselves,1
the mechanics knew the consultant injured himself,0,the mechanics knew the consultant injured themselves,0
the mechanics knew the consultant injured herself,0,the mechanics knew the consultant injured themselves,1
the mechanics knew the consultant congratulated himself,0,the mechanics knew the consultant congratulated themselves,0
the mechanics knew the consultant congratulated herself,0,the mechanics knew the consultant congratulated themselves,1
the mechanics knew the consultant embarrassed himself,0,the mechanics knew the consultant embarrassed themselves,0
the mechanics knew the consultant embarrassed herself,0,the mechanics knew the consultant embarrassed themselves,1
the mechanics knew the consultant disguised himself,0,the mechanics knew the consultant disguised themselves,0
the mechanics knew the consultant disguised herself,0,the mechanics knew the consultant disguised themselves,1
the mechanics knew the consultant hated himself,0,the mechanics knew the consultant hated themselves,0
the mechanics knew the consultant hated herself,0,the mechanics knew the consultant hated themselves,1
the mechanics knew the consultant doubted himself,0,the mechanics knew the consultant doubted themselves,0
the mechanics knew the consultant doubted herself,0,the mechanics knew the consultant doubted themselves,1
the bankers said the author hurt himself,0,the bankers said the author hurt themselves,0
the bankers said the author hurt herself,0,the bankers said the author hurt themselves,1
the bankers said the author injured himself,0,the bankers said the author injured themselves,0
the bankers said the author injured herself,0,the bankers said the author injured themselves,1
the bankers said the author congratulated himself,0,the bankers said the author congratulated themselves,0
the bankers said the author congratulated herself,0,the bankers said the author congratulated themselves,1
the bankers said the author embarrassed himself,0,the bankers said the author embarrassed themselves,0
the bankers said the author embarrassed herself,0,the bankers said the author embarrassed themselves,1
the bankers said the author disguised himself,0,the bankers said the author disguised themselves,0
